Id,SalePrice
1461,121471.12292763301
1462,155466.7979120655
1463,188688.4793401002
1464,184211.1964904825
1465,196372.07999292118
1466,184825.79117187133
1467,165089.97122312576
1468,182180.55785654485
1469,192647.86263471586
1470,109397.81470939194
1471,190526.45113650503
1472,90139.80564273197
1473,92064.36072040914
1474,149374.98551773292
1475,147534.82338422284
1476,352028.48902429984
1477,269027.9971792902
1478,310039.5674193066
1479,332724.98738814105
1480,456952.3688244357
1481,337739.46191800165
1482,207693.62600484802
1483,174504.64498427644
1484,171538.87557220296
1485,179657.82874848737
1486,205557.40585161006
1487,336996.4280364068
1488,247167.26302546982
1489,213352.47208506113
1490,209796.69797321837
1491,196213.21402841655
1492,84053.2325286983
1493,169932.3717268455
1494,310525.5682596446
1495,302622.68762585433
1496,237660.54066610403
1497,192465.38329400282
1498,157316.06544374654
1499,156199.85925186987
1500,156372.15826184076
1501,181857.78447367056
1502,171158.2076004659
1503,256256.83084438808
1504,240522.1944831592
1505,231967.77232002118
1506,189319.07109276782
1507,232008.53846974988
1508,210057.4552940945
1509,174853.29713826446
1510,150174.0534562279
1511,146395.86460675055
1512,163444.24697278996
1513,132872.39258916324
1514,140342.18790031289
1515,202373.60941112228
1516,137520.27635149093
1517,165551.18034887672
1518,133795.39789424502
1519,210521.7971546276
1520,141214.16877670406
1521,142316.03096915554
1522,160865.94654050423
1523,116458.85566744444
1524,126123.96413991552
1525,127804.720078846
1526,136505.4777205363
1527,112976.05545116824
1528,134754.0653240793
1529,138183.60518755045
1530,169948.47736647943
1531,141444.34358867985
1532,94787.43018359233
1533,143324.2824681513
1534,118606.110068416
1535,132392.43079178687
1536,109483.82373788611
1537,66822.13352783825
1538,161532.98811732113
1539,196171.49247296306
1540,104910.2930971159
1541,125102.61127022735
1542,138467.22683766953
1543,200246.03124371677
1544,91045.41771918781
1545,100934.12648255541
1546,123651.17786424962
1547,138111.0509173547
1548,130305.1633938466
1549,117102.68205953912
1550,137418.94494964537
1551,120566.70111322605
1552,140245.78271409287
1553,130700.00947321656
1554,113743.03395502918
1555,180286.1413377688
1556,82346.74579942215
1557,105788.62283945197
1558,89889.7612322934
1559,111295.6448376687
1560,142384.4113294754
1561,111052.8027811307
1562,129601.89675976046
1563,123838.33501501866
1564,163345.77048308146
1565,151276.86606017812
1566,207628.75956869833
1567,75686.48086031401
1568,227604.79433762148
1569,141886.44480471368
1570,133688.4173662036
1571,114109.34836041453
1572,134323.982322257
1573,242258.5956356338
1574,89257.56798786456
1575,196922.82128020434
1576,214428.46910565303
1577,206786.99797076688
1578,155509.046126078
1579,147454.8663226693
1580,196125.75647117346
1581,151634.05077335227
1582,127568.9447460228
1583,369096.2406245164
1584,271291.28556581587
1585,142763.05869272092
1586,76788.54141881132
1587,97205.75503259515
1588,147762.05921572476
1589,84058.70214100221
1590,131527.29715792992
1591,112526.21815234347
1592,107431.39164297728
1593,118619.52117884775
1594,105682.63411302574
1595,112327.37371115318
1596,239565.01654062295
1597,186981.32577577356
1598,186643.57229415758
1599,207544.89745473507
1600,192799.8721446542
1601,78783.90394497749
1602,111197.59782693107
1603,79838.10188689285
1604,282938.2537541961
1605,267128.03099534614
1606,168180.60147219853
1607,172847.35352878904
1608,222076.49205829925
1609,196073.41637452695
1610,165207.0468891976
1611,146167.58426761132
1612,159940.51896046317
1613,161337.62052805777
1614,139039.8354141317
1615,96641.4018545489
1616,78566.06274262382
1617,90313.05839754213
1618,131052.15116125181
1619,124735.94357853608
1620,161398.72542781307
1621,133588.73140743986
1622,147332.89426555182
1623,260703.0545669586
1624,196461.84940144798
1625,125515.06290119531
1626,166794.76827400952
1627,188409.43620030067
1628,302695.8785011472
1629,179291.01010955276
1630,307186.83957476664
1631,203503.85757157026
1632,251420.81874525157
1633,181637.14469595836
1634,183604.4677661553
1635,176444.0434167235
1636,163634.4452199383
1637,190354.57947935472
1638,228310.47853438996
1639,186266.01855686517
1640,259826.14373105433
1641,192630.77304685215
1642,222401.07745117365
1643,235045.5608663686
1644,239088.15275538803
1645,200850.29270020002
1646,160855.52737764682
1647,173679.24209173472
1648,146052.71536702965
1649,143045.69954471532
1650,120793.6997769978
1651,122570.32386680649
1652,89316.75127410975
1653,91051.30993879054
1654,152371.37547364453
1655,159497.08949794585
1656,151177.2525222234
1657,152160.54065046206
1658,153964.91781147514
1659,148298.92713224553
1660,147769.41211398345
1661,487092.18182244815
1662,363131.58945494815
1663,357293.33046108607
1664,411737.57228967577
1665,300743.9222802407
1666,350477.52605545725
1667,334494.7625486287
1668,312719.0445183855
1669,289778.6141302549
1670,348459.54087186203
1671,270187.90897377295
1672,483773.6482400569
1673,356211.263959969
1674,270508.1253606309
1675,188649.28403643417
1676,189742.84994376602
1677,209069.85964586385
1678,462321.37180242344
1679,425427.10251227993
1680,290665.7691342445
1681,263702.8734938456
1682,328180.76073613774
1683,187749.17438689273
1684,181811.44583938632
1685,173722.7891869571
1686,172914.90176460738
1687,172940.2943666273
1688,187360.96558877552
1689,189481.62979531087
1690,185658.7742615757
1691,183844.38474852088
1692,272592.52374016965
1693,179771.0372457322
1694,185366.09898092216
1695,175461.00439479004
1696,280372.08424684865
1697,170948.161117032
1698,379891.52543705876
1699,370033.5534039267
1700,248512.2566959942
1701,267487.52904424694
1702,242403.81566530425
1703,276648.5275468996
1704,282999.28274282353
1705,224835.65626191386
1706,370291.4337472896
1707,226670.28352914558
1708,212354.0160424518
1709,259768.6727854139
1710,241645.05987501744
1711,277325.25999481604
1712,251534.34480434106
1713,264970.81529066083
1714,216734.2246457202
1715,204011.52203453117
1716,187104.92816066556
1717,180620.29686616265
1718,148479.39028452497
1719,208929.75410477427
1720,246252.19111726416
1721,182662.92709774626
1722,144489.33551619487
1723,162063.42169773034
1724,201372.1701360531
1725,239840.04966583117
1726,188005.0002317113
1727,175299.8477004649
1728,180845.91688294586
1729,176831.78056919415
1730,155405.37948490676
1731,120929.6483704229
1732,127590.54637104321
1733,122620.24200729292
1734,131236.39053265154
1735,139392.59568136765
1736,113195.33940427724
1737,390093.42972376535
1738,205843.41124550864
1739,321816.4539371543
1740,193021.73952407268
1741,179892.93918954406
1742,176772.52404717394
1743,182579.1755936237
1744,298241.87632401014
1745,234070.29429269533
1746,269708.26816457143
1747,237979.47688884556
1748,225953.59569704288
1749,164497.25046909935
1750,144880.31944855463
1751,258458.0270095104
1752,123468.23223142042
1753,148345.39629136267
1754,211409.69276308193
1755,169700.45309603462
1756,124259.49239272057
1757,119239.04806225126
1758,150805.08139640343
1759,158464.68695552726
1760,163295.2307277689
1761,162603.19667935235
1762,177179.17262505455
1763,163216.1061981692
1764,119204.77054985281
1765,152491.10830796434
1766,166099.73655038123
1767,181974.26872746664
1768,136548.63939907195
1769,183252.62514731727
1770,143922.69005286886
1771,129730.24845140638
1772,143242.77590382274
1773,135311.64566631487
1774,139012.24423760208
1775,132949.39573975894
1776,122467.81252927076
1777,120957.93621068928
1778,135742.65458490455
1779,122674.20739576842
1780,170682.9011643198
1781,131573.14650873336
1782,97671.31577265217
1783,120233.8099046927
1784,98583.15648005539
1785,115057.30038521935
1786,156426.6507604751
1787,151660.50877033707
1788,70807.07143677628
1789,83156.10941508315
1790,86597.80354691714
1791,191605.98206225777
1792,160226.52425678013
1793,137252.43777728212
1794,143059.734929053
1795,138238.1245529601
1796,126576.88994192277
1797,110529.62406633419
1798,133294.95494786312
1799,118747.58236924345
1800,118422.94786496532
1801,136822.63440170427
1802,139717.2277214997
1803,158905.08032662206
1804,144583.1202565887
1805,137558.23332174198
1806,129369.9591694585
1807,133439.95929997117
1808,112488.13619442897
1809,127349.40278169098
1810,140982.57076920208
1811,93178.1649722792
1812,112618.34019514458
1813,124563.13291250837
1814,91703.89582207492
1815,63618.88802434663
1816,92866.33369278467
1817,113379.70258006852
1818,134861.9474810625
1819,110995.84724457703
1820,78061.58186950913
1821,119087.1797449538
1822,138090.40846727783
1823,59501.23803224632
1824,129869.25942208582
1825,147487.60379315275
1826,95906.01477398921
1827,102996.1871799011
1828,124917.91967532987
1829,97935.99834665968
1830,121039.5395797546
1831,159304.04097131133
1832,109340.5424838912
1833,154725.3023349154
1834,135795.8828900828
1835,168882.9485581571
1836,123128.9662012628
1837,89375.9398548694
1838,135615.41741040887
1839,96814.92674519947
1840,150474.20499985057
1841,144126.79295808583
1842,92202.89668129716
1843,143586.6634606268
1844,131345.5303964295
1845,131403.30560974713
1846,150127.3204932181
1847,171982.40257089798
1848,67104.2443305175
1849,124577.37989409751
1850,120589.28482877575
1851,148795.71227697117
1852,124074.93594923709
1853,131724.1243778759
1854,170129.66753589085
1855,145675.76092200913
1856,235636.73153614718
1857,161967.00684068864
1858,165330.111022796
1859,130139.27159698823
1860,154508.3077018576
1861,130172.57236149952
1862,322709.51433476526
1863,320629.47071901365
1864,320631.0155352415
1865,323642.3870776367
1866,300044.6495316977
1867,245151.3288230941
1868,307687.9802089524
1869,226374.8065934044
1870,215065.51317034126
1871,239410.7722885561
