Id,SalePrice
1461,125860.61043650514
1462,157019.8393276704
1463,188292.53509515166
1464,184062.23260126507
1465,189113.57287320672
1466,177350.36155183107
1467,165046.82015963033
1468,169889.1992785102
1469,182720.561078188
1470,127651.23406213649
1471,192729.03647393637
1472,88522.05889642269
1473,92090.77475426924
1474,150763.18915738835
1475,138902.15411183983
1476,400330.1877281568
1477,256062.43563733
1478,306946.7950909507
1479,252929.51330493687
1480,488274.5296325682
1481,332076.4579785198
1482,203945.29453328918
1483,171531.98759310014
1484,170638.11011006325
1485,170786.6432736725
1486,193581.94540890737
1487,352073.50022546615
1488,236123.32112547968
1489,213672.00419812853
1490,208477.58161823597
1491,185745.49800751105
1492,87619.49041225451
1493,168417.75657461636
1494,313640.5679548826
1495,301969.98581387155
1496,232142.11812123907
1497,185124.3406067105
1498,152739.08967191394
1499,152363.58928622006
1500,148398.45839401163
1501,174522.17848524914
1502,153994.47906602488
1503,302547.8004166939
1504,234709.47584831735
1505,221132.00472035244
1506,181014.35386437422
1507,231165.52512416584
1508,194340.64467822068
1509,166472.99308416838
1510,149083.40843638786
1511,145899.6093161554
1512,158672.34189573568
1513,140752.38247026163
1514,157956.44915638628
1515,178141.9712607294
1516,159257.11792464484
1517,149102.3438976412
1518,127291.30521156499
1519,226548.14355659284
1520,138765.73579928916
1521,141852.1317630901
1522,158209.47310717838
1523,116289.5566188148
1524,120162.25853572591
1525,125912.4731555882
1526,123826.53025267516
1527,97200.760066171
1528,127570.00879533573
1529,144562.26858130735
1530,162747.59464083632
1531,95491.76305935126
1532,97492.10843595977
1533,138116.01743276996
1534,116785.5446090089
1535,152878.41507388372
1536,115235.94459053563
1537,60028.44798359928
1538,169077.1078977523
1539,196282.07159488538
1540,94944.66369460795
1541,141542.4574051983
1542,136289.8364907992
1543,218395.40766061962
1544,68299.64192770899
1545,97118.22907543958
1546,123068.07436715391
1547,133773.60569568866
1548,134742.0755450922
1549,104395.71227354452
1550,141325.06595562788
1551,110007.15462301396
1552,124160.02119965054
1553,144804.10821674197
1554,109883.00026307124
1555,167088.5296520794
1556,78556.07231468246
1557,119276.74743659806
1558,83803.20370682933
1559,88972.7252904233
1560,135370.0789150863
1561,135849.75975838158
1562,124622.89194152407
1563,122968.93731815298
1564,152463.2109167504
1565,151228.2271794451
1566,218598.7205300525
1567,68478.89604608389
1568,214214.76111981252
1569,144632.6390842585
1570,122193.68553127267
1571,121508.96554926086
1572,145935.46124811663
1573,245530.00110542678
1574,105332.61229694737
1575,213479.67423019602
1576,208729.1594868823
1577,204661.56657910664
1578,145817.91491507125
1579,143855.0179765372
1580,182772.98308199245
1581,137671.1763166171
1582,125125.61950740729
1583,336134.67319577176
1584,233560.96738184808
1585,138711.35408477494
1586,61515.75915593596
1587,93120.96604990242
1588,149393.22512745924
1589,90603.83639938582
1590,129631.00862804484
1591,100287.86505412625
1592,121976.98441005778
1593,120378.51736661416
1594,122153.42461606208
1595,108699.20559368556
1596,246605.314920416
1597,184265.5895184681
1598,189667.8193449846
1599,186789.86124215514
1600,183788.48075373223
1601,61928.73683794254
1602,103457.84397183923
1603,82532.14199111026
